short_name,player_positions,value_eur,overall,potential,age,international_reputation,preferred_foot,weak_foot,skill_moves,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic
M. Okuka,CM,300000.0,56,67,20,1,Right,3,2,185,72,69.0,43.0,52.0,62.0,55.0,53.0
M. Tordini,"ST, LW",325000.0,56,67,21,1,Right,3,2,171,68,62.0,54.0,42.0,57.0,18.0,49.0
D. Donner,CB,300000.0,56,67,20,1,Right,3,2,192,80,56.0,24.0,27.0,32.0,58.0,64.0
R. Meier,ST,300000.0,56,67,19,1,Right,3,2,193,85,61.0,55.0,46.0,56.0,18.0,54.0
A. Gruaud,GK,275000.0,56,67,19,1,Right,3,1,194,86,,,,,,
R. Popescu,LM,325000.0,56,67,20,1,Right,3,2,189,78,72.0,45.0,50.0,58.0,25.0,52.0
M. Hamdi,LB,300000.0,56,67,19,1,Left,3,2,180,66,61.0,29.0,39.0,49.0,54.0,52.0
H. Williams,CB,300000.0,56,67,20,1,Right,2,2,195,89,58.0,24.0,34.0,36.0,54.0,69.0
S. Basse,LB,300000.0,56,67,19,1,Left,3,2,182,66,64.0,28.0,37.0,47.0,52.0,52.0
W. Jakobsson,GK,275000.0,56,66,21,1,Right,3,1,189,85,,,,,,
M. Jacob,"LB, LWB",300000.0,56,66,22,1,Left,3,2,180,79,62.0,25.0,42.0,55.0,52.0,57.0
A. Ocampo-Chavez,"ST, CF",325000.0,56,66,21,1,Right,3,2,176,64,59.0,57.0,43.0,57.0,27.0,47.0
J. Chapman,GK,275000.0,56,66,22,1,Right,3,1,185,75,,,,,,
T. Moirangthem,"CDM, CB",300000.0,56,66,20,1,Right,3,2,170,69,64.0,39.0,47.0,52.0,52.0,72.0
R. Schabbing,GK,275000.0,56,66,21,1,Right,4,1,195,87,,,,,,
Wang Yu,"CDM, CM",300000.0,56,66,21,1,Right,3,2,182,75,60.0,38.0,50.0,53.0,49.0,53.0
A. Makin,"LW, ST",325000.0,56,66,22,1,Right,3,2,171,69,70.0,48.0,48.0,60.0,36.0,38.0
L. Adekoya,ST,300000.0,56,66,19,1,Right,2,2,192,83,70.0,52.0,39.0,52.0,19.0,67.0
A. Basenach,"CDM, CB",300000.0,56,66,20,1,Right,3,2,184,70,73.0,46.0,50.0,56.0,52.0,56.0
A. Gerxhaliu,CB,300000.0,56,66,21,1,Right,2,2,193,83,51.0,28.0,36.0,37.0,55.0,65.0
R. Chin,"LB, LWB, RB",300000.0,56,66,20,1,Right,3,2,178,71,75.0,39.0,50.0,54.0,50.0,49.0
J. Duarte,ST,300000.0,56,66,17,1,Left,3,2,170,67,58.0,56.0,47.0,50.0,23.0,45.0
J. Konstantyn,"LM, LB",325000.0,56,66,21,1,Right,3,2,175,78,72.0,57.0,53.0,55.0,24.0,44.0
M. Cuevas,RB,300000.0,56,66,20,1,Right,2,2,170,61,72.0,30.0,45.0,54.0,51.0,46.0
T. Zimmermann,"CB, CM",300000.0,56,66,21,1,Right,3,2,186,73,62.0,40.0,53.0,55.0,56.0,54.0
J. Seberry,CB,300000.0,56,66,19,1,Right,2,2,192,85,62.0,27.0,42.0,44.0,56.0,58.0
R. Vinge,ST,325000.0,56,66,22,1,Right,3,3,172,62,89.0,53.0,47.0,64.0,22.0,45.0
E. Balcı,RW,325000.0,56,66,20,1,Left,3,3,184,74,69.0,52.0,49.0,61.0,28.0,36.0
D. Þór­halls­son,"CM, CDM",325000.0,56,65,23,1,Right,3,3,176,73,64.0,50.0,56.0,57.0,45.0,59.0
C. Boyd-Munce,"CM, LWB",325000.0,56,65,23,1,Left,3,2,180,69,63.0,52.0,55.0,53.0,45.0,61.0
S. Wangjam,"CM, CDM",325000.0,56,65,22,1,Right,3,2,166,65,83.0,38.0,51.0,58.0,49.0,73.0
B. Souare,CB,300000.0,56,65,24,1,Left,2,2,194,86,44.0,26.0,34.0,32.0,55.0,70.0
H. Al Abdan,"CAM, LM",325000.0,56,65,23,1,Right,3,3,164,55,68.0,40.0,56.0,63.0,28.0,40.0
C. Ballantyne,"CM, CAM",325000.0,56,65,23,1,Right,3,2,187,75,64.0,53.0,53.0,57.0,49.0,58.0
M. Pußwald,GK,275000.0,56,65,21,1,Right,3,1,182,71,,,,,,
Ruly García,GK,275000.0,56,65,23,1,Right,2,1,188,83,,,,,,
S. Meuer,"RM, ST, RW",325000.0,56,65,23,1,Left,4,2,186,77,67.0,59.0,51.0,56.0,30.0,63.0
N. Gibs,LB,300000.0,56,65,21,1,Left,3,2,180,71,76.0,26.0,34.0,52.0,52.0,58.0
A. Drewe,"RB, RWB",300000.0,56,65,22,1,Right,3,2,175,70,66.0,30.0,45.0,52.0,51.0,49.0
K. Corbett,ST,325000.0,56,65,20,1,Right,2,2,182,72,75.0,57.0,43.0,54.0,21.0,52.0
K. Keller,CB,300000.0,56,65,22,1,Right,2,2,187,82,56.0,29.0,30.0,32.0,56.0,68.0
V. Bezerra,"ST, LW",325000.0,56,65,23,1,Right,4,3,183,79,62.0,59.0,40.0,52.0,18.0,54.0
A. Tavčar,CB,300000.0,56,65,22,1,Right,2,2,194,88,55.0,26.0,34.0,37.0,55.0,71.0
N. Glaus,GK,275000.0,56,65,21,1,Right,3,1,186,82,,,,,,
S. Kuzevski,"RB, RM",300000.0,56,65,22,1,Right,3,2,177,72,75.0,39.0,46.0,53.0,48.0,61.0
A. Korça,CB,300000.0,56,65,22,1,Right,2,2,193,82,52.0,29.0,44.0,44.0,56.0,62.0
A. Ali,CM,325000.0,56,65,21,1,Right,3,2,178,68,65.0,47.0,52.0,58.0,48.0,51.0
T. Brooks,GK,275000.0,56,65,21,1,Right,2,1,191,84,,,,,,
J. Stec,CDM,275000.0,56,65,18,1,Right,2,2,191,76,58.0,40.0,49.0,49.0,55.0,58.0
C. Rodrigues,ST,325000.0,56,65,22,1,Right,3,2,180,75,64.0,57.0,43.0,52.0,20.0,53.0
D. Barnowski,RM,325000.0,56,65,20,1,Right,3,3,182,78,73.0,43.0,53.0,53.0,40.0,58.0
M. Benjamins,"ST, CF",325000.0,56,65,20,1,Left,3,2,185,78,70.0,52.0,49.0,59.0,16.0,58.0
A. Do Marcolino,ST,325000.0,56,65,21,1,Right,3,2,194,78,59.0,61.0,43.0,53.0,23.0,46.0
E. Hasić,CB,300000.0,56,65,20,1,Right,3,2,190,78,61.0,22.0,36.0,47.0,56.0,61.0
G. Ursu,GK,275000.0,56,65,21,1,Right,1,1,190,80,,,,,,
R. Legendre,ST,325000.0,56,65,21,1,Right,2,2,188,75,58.0,57.0,37.0,53.0,22.0,56.0
D. Radu,"RWB, LWB",300000.0,56,65,20,1,Right,4,3,176,72,72.0,29.0,45.0,53.0,48.0,58.0
O. Snorre,GK,275000.0,56,64,24,1,Right,3,1,190,79,,,,,,
M. Sutton,GK,275000.0,56,64,23,1,Right,2,1,188,78,,,,,,
J. McCracken,GK,275000.0,56,64,23,1,Right,2,1,185,77,,,,,,
S. Durrant,"CAM, ST",325000.0,56,64,21,1,Right,3,3,175,64,68.0,49.0,53.0,58.0,43.0,66.0
Huang Jiahui,"CB, CM",300000.0,56,64,22,1,Right,3,2,185,80,69.0,35.0,46.0,56.0,56.0,60.0
N. Gahlot,"RB, CB, LB",300000.0,56,64,22,1,Right,4,2,184,79,66.0,37.0,42.0,43.0,54.0,70.0
R. Sinclair,GK,275000.0,56,64,22,1,Right,3,1,197,75,,,,,,
A. Jadhav,"LW, RW",325000.0,56,64,22,1,Right,4,2,174,72,83.0,52.0,47.0,56.0,28.0,65.0
T. Omotoye,ST,325000.0,56,64,20,1,Right,2,2,178,65,80.0,57.0,38.0,57.0,18.0,54.0
A. Kramarz,"RW, LW",325000.0,56,64,20,1,Right,3,2,174,64,71.0,50.0,53.0,59.0,23.0,52.0
L. Isherwood,GK,275000.0,56,64,20,1,Right,2,1,193,82,,,,,,
A. Al Shanqeeti,"CB, RB",300000.0,56,64,24,1,Right,4,2,184,78,64.0,33.0,39.0,48.0,53.0,69.0
V. Singh,"RW, ST, LW",325000.0,56,64,21,1,Right,3,2,173,63,79.0,53.0,48.0,58.0,24.0,48.0
G. Singh,GK,275000.0,56,64,23,1,Right,3,1,183,80,,,,,,
Kim Dae Woo,CM,325000.0,56,64,22,1,Right,3,2,179,78,60.0,41.0,53.0,58.0,54.0,67.0
Sun Qinhan,"RWB, RM",300000.0,56,64,23,1,Left,3,2,180,75,61.0,34.0,44.0,58.0,52.0,55.0
Liu Zhurun,"ST, RW",325000.0,56,64,21,1,Right,3,2,183,72,73.0,56.0,40.0,57.0,17.0,54.0
G. Gajardo,GK,275000.0,56,64,21,1,Right,3,1,180,75,,,,,,
G. Saro,GK,275000.0,56,64,23,1,Right,3,1,190,86,,,,,,
Moxmet Nebijan,"LB, LM",300000.0,56,64,21,1,Right,3,2,176,65,61.0,36.0,51.0,57.0,53.0,53.0
A. Coello,"CAM, CM",325000.0,56,64,23,1,Right,4,3,185,82,61.0,38.0,56.0,61.0,48.0,58.0
R. Torales,ST,325000.0,56,64,22,1,Right,2,2,182,75,55.0,56.0,37.0,54.0,18.0,50.0
E. Maurin,ST,325000.0,56,64,22,1,Right,3,3,179,77,69.0,56.0,50.0,62.0,19.0,54.0
Z. Mitrov,CAM,325000.0,56,64,21,1,Right,2,2,179,68,73.0,51.0,50.0,58.0,37.0,44.0
K. Schacht,ST,325000.0,56,64,21,1,Right,3,2,186,82,74.0,52.0,37.0,54.0,17.0,61.0
B. Rotar,RW,325000.0,56,64,21,1,Right,3,3,177,72,71.0,55.0,46.0,58.0,25.0,49.0
J. Albenas,"CB, RB",300000.0,56,64,20,1,Right,3,2,184,77,65.0,33.0,40.0,41.0,54.0,67.0
Ale Gorrin,GK,275000.0,56,64,20,1,Right,3,1,182,75,,,,,,
He Yupeng,"RB, LB",275000.0,56,63,23,1,Right,3,2,180,73,73.0,39.0,48.0,56.0,49.0,56.0
J. Tiensia,"LWB, LB",275000.0,56,63,22,1,Left,3,2,180,76,77.0,32.0,43.0,56.0,47.0,59.0
Junior Quitirna,"RM, CAM",275000.0,56,63,23,1,Right,3,2,170,64,63.0,48.0,53.0,61.0,41.0,37.0
J. Foulkes,"RWB, CB",275000.0,56,63,20,1,Right,2,2,178,72,74.0,25.0,37.0,50.0,54.0,64.0
A. Nolan,RM,275000.0,56,63,20,1,Right,3,2,182,75,65.0,46.0,53.0,57.0,35.0,49.0
D. Johnson,LM,275000.0,56,63,23,1,Right,3,3,182,72,80.0,50.0,44.0,60.0,22.0,47.0
C. Finney,"LB, CM",275000.0,56,63,19,1,Left,3,2,176,72,72.0,46.0,52.0,55.0,50.0,46.0
D. James-Taylor,ST,300000.0,56,63,21,1,Right,2,2,178,74,74.0,54.0,44.0,58.0,28.0,66.0
C. Donovan,ST,300000.0,56,63,22,1,Right,2,2,183,74,56.0,56.0,44.0,56.0,34.0,56.0
C. Behan,"RM, CAM, CM",300000.0,56,63,22,1,Right,3,2,184,75,69.0,49.0,52.0,55.0,24.0,47.0
O. Matur,LB,275000.0,56,63,23,1,Left,2,2,173,71,70.0,35.0,45.0,61.0,52.0,44.0
J. García,GK,180000.0,56,62,24,1,Right,2,1,183,82,,,,,,
S. Tankar,CB,200000.0,56,62,24,1,Right,3,2,184,78,59.0,31.0,43.0,44.0,55.0,62.0
T. Omole,"CB, LB",200000.0,56,62,23,1,Left,2,2,187,81,62.0,37.0,45.0,45.0,54.0,66.0
S. Panwar,"LB, CB",210000.0,56,62,23,1,Left,2,2,179,67,67.0,37.0,42.0,45.0,53.0,71.0
R. Ali,"LM, ST, RM",230000.0,56,62,23,1,Right,3,2,184,75,81.0,53.0,46.0,56.0,24.0,60.0
A. Singh,GK,180000.0,56,62,25,1,Right,2,1,181,69,,,,,,
M. Pehlivan,"CM, CAM, LW",220000.0,56,62,23,1,Right,3,2,179,73,59.0,51.0,62.0,58.0,44.0,47.0
D. Martin,"CM, CDM",230000.0,56,62,21,1,Right,2,2,176,62,67.0,45.0,53.0,57.0,52.0,60.0
B. Singh,"RM, RB, LM",230000.0,56,62,23,1,Right,4,2,161,63,77.0,46.0,50.0,57.0,49.0,46.0
K. Robinson,ST,220000.0,56,62,20,1,Left,3,2,188,80,67.0,57.0,45.0,53.0,26.0,60.0
Wei Minzhe,GK,180000.0,56,62,24,1,Right,3,1,193,78,,,,,,
M. Dackers,ST,220000.0,56,62,20,1,Right,2,2,201,91,54.0,55.0,39.0,49.0,22.0,73.0
K. Moore,GK,180000.0,56,62,20,1,Right,3,1,184,80,,,,,,
Li Yongjia,CM,230000.0,56,62,21,1,Right,2,2,172,67,54.0,38.0,55.0,57.0,52.0,50.0
S. Quirk,CM,230000.0,56,62,21,1,Right,2,2,175,70,74.0,52.0,56.0,61.0,51.0,56.0
K. Köylü,"LW, RW",230000.0,56,62,24,1,Right,3,2,177,73,64.0,64.0,48.0,61.0,29.0,45.0
I. Matondo,"LW, ST",230000.0,56,62,24,1,Right,3,2,172,65,67.0,59.0,48.0,59.0,25.0,40.0
C. Drinan,"LM, CF",230000.0,56,62,22,1,Left,3,2,175,70,71.0,46.0,51.0,54.0,48.0,65.0
N. Girma,"CM, CAM",230000.0,56,62,21,1,Right,2,2,190,80,63.0,51.0,54.0,52.0,48.0,62.0
L. Walker,ST,210000.0,56,61,25,1,Right,2,2,183,76,69.0,54.0,39.0,53.0,25.0,57.0
J. Mukena,CB,200000.0,56,61,23,1,Right,2,2,188,83,56.0,29.0,35.0,40.0,58.0,60.0
J. Asiri,ST,210000.0,56,61,25,1,Left,3,2,180,79,64.0,56.0,44.0,55.0,23.0,57.0
N. Kariri,RB,200000.0,56,61,25,1,Right,3,2,165,70,74.0,34.0,49.0,53.0,50.0,40.0
R. Graydon,"RM, LM, ST",220000.0,56,61,24,1,Right,2,3,183,76,67.0,51.0,53.0,56.0,32.0,51.0
J. Smith,GK,180000.0,56,61,21,1,Right,2,1,187,76,,,,,,
V. Dakshinamurthy,"LB, LM",200000.0,56,61,25,1,Left,3,2,181,73,73.0,38.0,47.0,52.0,50.0,57.0
Puitea,"CM, CDM, LM",210000.0,56,61,25,1,Left,3,2,165,69,63.0,44.0,54.0,61.0,51.0,62.0
S. Robertson,"RB, RWB",200000.0,56,61,22,1,Right,3,3,175,68,80.0,45.0,48.0,55.0,49.0,47.0
D. Kinsella-Bishop,"ST, RW",220000.0,56,61,21,1,Left,3,2,178,76,66.0,54.0,45.0,57.0,38.0,60.0
B. McManus,CM,220000.0,56,61,21,1,Left,2,2,179,73,55.0,50.0,56.0,57.0,53.0,60.0
P. Rothrock,"RM, LW",220000.0,56,61,24,1,Right,3,2,173,70,57.0,46.0,53.0,56.0,29.0,44.0
A. McNally,"LB, RM",200000.0,56,61,22,1,Right,4,3,173,75,68.0,49.0,52.0,59.0,51.0,57.0
J. McKiernan,"CAM, ST",220000.0,56,61,21,1,Right,2,2,184,74,64.0,51.0,55.0,57.0,44.0,60.0
D. Gutierrez,"LM, CAM",220000.0,56,61,24,1,Right,3,3,180,65,68.0,55.0,52.0,62.0,17.0,33.0
E. Varian,ST,220000.0,56,61,21,1,Right,2,2,183,80,60.0,54.0,48.0,57.0,21.0,57.0
A. Al Hotailah,"CAM, LM",210000.0,56,61,25,1,Left,3,3,175,62,68.0,49.0,53.0,57.0,35.0,49.0
M. Al Mutairi,"LM, RM",220000.0,56,61,24,1,Right,3,2,174,68,72.0,47.0,51.0,56.0,24.0,48.0
E. Pieragnolo,LB,200000.0,56,61,20,1,Left,4,2,184,75,65.0,34.0,43.0,51.0,51.0,57.0
A. Al Shammari,GK,170000.0,56,61,23,1,Right,3,1,181,85,,,,,,
N. Hayes,GK,160000.0,56,60,24,1,Right,3,1,195,84,,,,,,
M. Köbbing,GK,150000.0,56,60,26,1,Right,3,1,196,94,,,,,,
Kim Gyu Hyeong,"CAM, CF",200000.0,56,60,24,1,Right,3,3,168,63,65.0,52.0,50.0,59.0,35.0,44.0
C. Murphy,ST,210000.0,56,60,23,1,Right,3,3,186,75,59.0,55.0,49.0,56.0,32.0,58.0
M. Gallagher,"RB, CB, CDM",190000.0,56,60,22,1,Right,3,2,178,70,60.0,41.0,49.0,50.0,53.0,61.0
D. Crowley,"RWB, RB, CB",190000.0,56,60,23,1,Left,3,2,179,70,67.0,55.0,51.0,56.0,52.0,54.0
J. Bickerstaff,ST,210000.0,56,60,21,1,Right,3,3,188,80,73.0,54.0,41.0,55.0,18.0,63.0
J. Hall,CB,180000.0,56,60,25,1,Right,2,2,188,82,51.0,26.0,39.0,40.0,53.0,70.0
Yang Yilin,"LM, RM",200000.0,56,60,24,1,Right,3,2,176,69,58.0,42.0,56.0,57.0,39.0,48.0
S. Malimberni,ST,210000.0,56,60,24,1,Right,3,2,176,75,72.0,56.0,38.0,51.0,17.0,51.0
S. Dilli,CM,200000.0,56,60,25,1,Right,3,2,177,76,58.0,40.0,58.0,58.0,57.0,54.0
B. Lundt,GK,140000.0,56,59,27,1,Right,1,1,198,99,,,,,,
T. Ryan,GK,140000.0,56,59,26,1,Right,2,1,181,74,,,,,,
Ha Seung Un,"LM, RM, CAM",190000.0,56,59,25,1,Left,3,3,178,70,72.0,59.0,41.0,61.0,22.0,56.0
L. Haakenson,"CM, RM",190000.0,56,59,25,1,Right,3,2,178,79,78.0,54.0,55.0,57.0,43.0,55.0
Cui Qi,"CB, RB, RWB",170000.0,56,59,25,1,Right,2,2,181,70,63.0,26.0,36.0,41.0,59.0,65.0
A. Al Dawsari,"LB, LWB",180000.0,56,59,24,1,Left,3,2,177,75,69.0,31.0,46.0,51.0,53.0,51.0
M. Al Aqeel,"CM, CDM",190000.0,56,59,25,1,Right,3,2,177,65,61.0,39.0,56.0,56.0,54.0,55.0
J. Kügel,ST,190000.0,56,59,26,1,Right,3,2,189,79,62.0,56.0,40.0,51.0,25.0,57.0
A. Al Yami,"ST, LM",180000.0,56,58,26,1,Right,4,3,170,73,82.0,54.0,46.0,58.0,20.0,54.0
M. Coyle,"CM, CDM",180000.0,56,58,26,1,Right,4,2,178,68,60.0,46.0,53.0,58.0,52.0,66.0
J. Kindberg,GK,120000.0,56,58,29,1,Right,1,1,184,80,,,,,,
Wang Yaopeng,CB,140000.0,56,57,28,1,Right,2,2,188,80,63.0,27.0,34.0,49.0,56.0,66.0
T. Adebayo-Rowling,RWB,150000.0,56,57,26,1,Right,3,2,184,80,72.0,33.0,46.0,54.0,51.0,61.0
Liu Yue,"RM, LM, CM",170000.0,56,57,25,1,Right,3,2,175,65,76.0,50.0,50.0,56.0,35.0,44.0
N. Tamang,"CB, RB",140000.0,56,57,27,1,Right,2,2,179,73,68.0,26.0,42.0,45.0,54.0,69.0
F. Choudhary,"LM, RM, ST",170000.0,56,57,26,1,Right,3,3,180,74,76.0,45.0,51.0,56.0,39.0,57.0
R. Brush,GK,15000.0,56,56,38,1,Right,3,1,185,86,,,,,,
Yang Dong Hyen,ST,50000.0,56,56,37,1,Right,3,2,186,80,35.0,59.0,51.0,53.0,25.0,53.0
Liu Zhenli,GK,15000.0,56,56,38,1,Right,2,1,194,97,,,,,,
Jiang Ning,"CM, CDM",45000.0,56,56,36,1,Right,3,3,174,74,63.0,54.0,59.0,59.0,47.0,53.0
Han Feng,GK,15000.0,56,56,39,1,Right,2,1,187,80,,,,,,
J. Mountney,RB,120000.0,56,56,30,1,Right,2,2,182,77,42.0,56.0,61.0,59.0,53.0,62.0
Yang Chaosheng,"RM, RB",140000.0,56,56,29,1,Right,2,2,174,69,83.0,52.0,42.0,62.0,45.0,52.0
Liu Jiashen,CB,100000.0,56,56,31,1,Right,3,2,190,86,49.0,24.0,25.0,32.0,59.0,73.0
Sun Zheng'ao,CB,120000.0,56,56,29,1,Right,3,2,183,70,53.0,29.0,41.0,35.0,57.0,59.0
N. Das,"CB, LB",120000.0,56,56,29,1,Left,2,2,180,70,72.0,26.0,42.0,52.0,55.0,68.0
Xu Yang,"LM, LB, RW",45000.0,56,56,36,1,Left,3,3,172,65,62.0,55.0,55.0,57.0,57.0,57.0
F. Al Munaif,"CB, LB",120000.0,56,56,29,1,Left,3,2,181,71,62.0,37.0,46.0,44.0,55.0,64.0
Cui Wei,"CDM, CM",130000.0,56,56,28,1,Right,2,2,179,73,74.0,52.0,56.0,57.0,51.0,63.0
Zhao Yingjie,"CM, CAM",140000.0,56,56,30,1,Right,2,2,183,79,65.0,55.0,52.0,52.0,53.0,65.0
Wang Yang,CB,120000.0,56,56,30,1,Right,2,2,189,74,63.0,33.0,45.0,47.0,56.0,59.0
M. Rafique,"RB, RM, CM",100000.0,56,56,32,1,Right,2,2,172,65,67.0,47.0,52.0,54.0,48.0,58.0
Wu Guichao,"LW, CM, RW",160000.0,56,56,26,1,Right,2,3,172,60,78.0,43.0,49.0,60.0,42.0,41.0
Kim Yeon Soo,CB,120000.0,56,56,29,1,Right,2,2,185,76,51.0,23.0,29.0,28.0,58.0,61.0
S. Doungel,RM,140000.0,56,56,29,1,Right,4,2,172,69,82.0,53.0,48.0,55.0,30.0,67.0
R. Lallawmawma,LB,100000.0,56,56,31,1,Left,3,2,175,70,68.0,26.0,40.0,49.0,54.0,64.0
Piao Taoyu,"CM, RM",140000.0,56,56,30,1,Right,2,2,172,65,71.0,44.0,55.0,59.0,42.0,54.0
G. Martins,"CDM, CM",120000.0,56,56,29,1,Right,4,2,180,70,69.0,48.0,53.0,56.0,50.0,67.0
C. Mizell,GK,80000.0,56,56,31,1,Right,2,1,185,85,,,,,,
A. Al Jowayed,"CDM, CM",130000.0,56,56,28,1,Right,3,2,175,64,53.0,32.0,52.0,55.0,54.0,58.0
Shang Yin,"RW, RM",70000.0,56,56,34,1,Right,3,3,175,70,72.0,43.0,50.0,62.0,45.0,62.0
A. Sangwan,LB,140000.0,56,56,27,1,Left,4,2,178,70,68.0,36.0,47.0,50.0,52.0,56.0
Li Xiangbin,"CDM, CM",100000.0,56,56,32,1,Right,3,2,177,73,67.0,34.0,51.0,50.0,52.0,53.0
K. Kolanko,LM,400000.0,55,80,16,1,Right,3,2,163,59,70.0,49.0,47.0,65.0,22.0,34.0
N. Lowe,ST,400000.0,55,80,17,1,Right,3,2,193,77,58.0,55.0,41.0,49.0,26.0,65.0
L. Ross,RW,400000.0,55,80,16,1,Right,3,2,177,66,80.0,52.0,46.0,55.0,24.0,40.0
R. Baker-Whiting,"RWB, RB, RM",400000.0,55,78,18,1,Right,5,3,181,73,66.0,48.0,51.0,56.0,51.0,55.0
A. Blake,LW,400000.0,55,78,17,1,Left,4,4,170,65,75.0,51.0,45.0,60.0,25.0,40.0
T. Bramel,GK,350000.0,55,77,17,1,Right,3,1,196,80,,,,,,
A. Børset,CB,375000.0,55,76,17,1,Left,3,2,186,76,64.0,33.0,43.0,49.0,54.0,60.0
R. Kolli,"ST, CAM, RW",400000.0,55,76,18,1,Right,2,2,180,76,79.0,54.0,53.0,65.0,23.0,44.0
M. Bjurstrøm,"RWB, RB",325000.0,55,75,17,1,Right,2,2,181,68,74.0,44.0,51.0,53.0,45.0,45.0
A. Fesshaie,"ST, RW",350000.0,55,75,19,1,Left,3,3,179,67,74.0,53.0,46.0,62.0,25.0,44.0
V. Andersson,LM,350000.0,55,75,18,1,Right,3,3,174,67,74.0,45.0,51.0,60.0,23.0,34.0
M. Brøndbo,GK,300000.0,55,75,18,1,Right,2,1,188,75,,,,,,
T. Adeyemo,ST,350000.0,55,75,18,1,Right,3,2,192,81,65.0,55.0,38.0,50.0,20.0,56.0
D. Ilunga,CM,350000.0,55,75,17,1,Right,3,4,178,73,77.0,39.0,50.0,65.0,48.0,50.0
A. Heredia-Randen,CM,350000.0,55,75,17,1,Right,2,2,174,71,66.0,40.0,53.0,60.0,49.0,48.0
I. Muric,ST,350000.0,55,75,18,1,Right,3,2,190,80,52.0,54.0,40.0,48.0,25.0,65.0
K. Casey,CB,325000.0,55,75,18,1,Right,2,2,186,74,56.0,30.0,39.0,41.0,57.0,54.0
L. Sandgrav,CM,325000.0,55,74,18,1,Right,2,2,184,70,63.0,52.0,53.0,57.0,50.0,50.0
J. Snopczyński,CAM,325000.0,55,74,17,1,Right,2,2,174,65,72.0,47.0,50.0,61.0,33.0,43.0
A. Dithmer,GK,275000.0,55,74,17,1,Right,2,1,198,82,,,,,,
M. Agnarsson,"LB, LW",325000.0,55,74,19,1,Left,3,3,172,65,67.0,42.0,51.0,59.0,47.0,43.0
A. Andresen,"LWB, LM",300000.0,55,74,18,1,Left,3,3,175,65,67.0,39.0,52.0,61.0,43.0,47.0
J. del Castillo,CM,325000.0,55,74,18,1,Right,3,2,177,66,71.0,44.0,53.0,62.0,41.0,49.0
J. Río,GK,300000.0,55,74,19,1,Left,3,1,190,79,,,,,,
B. Głogowski,GK,275000.0,55,74,17,1,Right,2,1,188,75,,,,,,
M. Holte,ST,325000.0,55,74,17,1,Right,2,2,193,78,61.0,54.0,39.0,49.0,19.0,56.0
F. Lissah,"CB, RB",300000.0,55,74,18,1,Right,2,2,182,70,70.0,37.0,51.0,54.0,54.0,61.0
S. Hansen,CB,300000.0,55,74,17,1,Right,3,2,186,72,60.0,24.0,25.0,32.0,55.0,62.0
M. Özbaskıcı,CAM,325000.0,55,74,17,1,Right,3,2,172,67,64.0,46.0,54.0,57.0,46.0,47.0
J. Lutostański,ST,325000.0,55,73,18,1,Right,2,2,182,74,68.0,57.0,37.0,52.0,18.0,41.0
L. Øy,GK,300000.0,55,73,19,1,Right,2,1,182,70,,,,,,
B. Kvist,"CAM, ST",325000.0,55,73,18,1,Right,3,3,172,65,69.0,48.0,50.0,60.0,37.0,47.0
F. Kocaba,CDM,300000.0,55,73,18,1,Right,2,2,183,78,61.0,42.0,48.0,53.0,52.0,66.0
A. Picornell,GK,300000.0,55,73,19,1,Left,3,1,188,78,,,,,,
N. Bagnolini,GK,300000.0,55,73,19,1,Right,1,1,193,78,,,,,,
K. Barslund,"CB, RB",300000.0,55,73,19,1,Right,3,2,182,75,70.0,22.0,38.0,44.0,55.0,53.0
S. Ghojaehmet,"LW, LM",325000.0,55,73,16,1,Right,3,2,179,62,77.0,41.0,45.0,61.0,35.0,49.0
C. Andersen,"RWB, RB, RM",300000.0,55,73,18,1,Right,3,2,177,70,72.0,42.0,50.0,60.0,44.0,44.0
M. Di Pizio,"CAM, LM",325000.0,55,73,17,1,Left,3,2,175,68,68.0,49.0,53.0,58.0,33.0,51.0
L. Høgsberg,RB,300000.0,55,73,17,1,Right,2,2,182,69,71.0,25.0,40.0,54.0,47.0,58.0
D. Iurasciuc,CB,300000.0,55,73,17,1,Right,2,2,178,72,62.0,28.0,42.0,44.0,56.0,57.0
B. Yameogo,CDM,300000.0,55,73,18,1,Right,3,2,192,91,58.0,35.0,45.0,51.0,55.0,73.0
K. Vidmar,CB,300000.0,55,73,19,1,Right,3,2,185,78,68.0,36.0,40.0,47.0,54.0,63.0
I. Samuels,LB,325000.0,55,72,20,1,Left,2,2,187,73,60.0,27.0,44.0,55.0,52.0,55.0
A. Badolato,"CAM, ST",325000.0,55,72,18,1,Right,3,3,170,70,69.0,52.0,49.0,59.0,42.0,56.0
N. Verdoni,GK,275000.0,55,72,18,1,Right,3,1,185,75,,,,,,
L. Jaquez,CB,325000.0,55,72,20,1,Right,3,2,187,80,53.0,26.0,36.0,41.0,54.0,66.0
F. Trpcevski,"ST, RW",325000.0,55,72,20,1,Right,3,2,183,75,70.0,54.0,49.0,60.0,26.0,37.0
C. Donnell,"CM, CDM",325000.0,55,72,19,1,Right,3,2,181,75,63.0,47.0,52.0,56.0,48.0,65.0
H. Melland,CM,325000.0,55,72,18,1,Right,3,2,178,64,66.0,44.0,53.0,59.0,53.0,51.0
A. Stan,"ST, LW",325000.0,55,72,17,1,Right,3,2,188,79,61.0,52.0,45.0,55.0,26.0,61.0
